id,page_number,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
1968,40,False,1968. Array With Elements Not Equal to Average of Neighbors,"['Array', 'Greedy', 'Sorting']",Medium,"[""['Wiggle Sort'"", ""'Wiggle Sort II'"", ""'Design Neighbor Sum Service']""]",3.0,50.34198113207548,46959,93280,13,654,57,https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors/
1969,40,False,1969. Minimum Non-Zero Product of the Array Elements,"['Math', 'Greedy', 'Recursion']",Medium,['[]'],1.0,36.74328261573325,14755,40157,19,275,391,https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements/
1970,40,False,1970. Last Day Where You Can Still Cross,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Hard,"[""['Bricks Falling When Hit'"", ""'Escape the Spreading Fire']""]",2.0,62.50424768737021,66216,105939,75,1997,39,https://leetcode.com/problems/last-day-where-you-can-still-cross/
1971,40,False,1971. Find if Path Exists in Graph,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Easy,"[""['Valid Arrangement of Pairs'"", ""'Paths in Maze That Lead to Same Room']""]",2.0,54.34206833883447,609985,1122488,229,4185,244,https://leetcode.com/problems/find-if-path-exists-in-graph/
1972,40,True,1972. First and Last Call On the Same Day,['Database'],Hard,['[]'],1.0,50.995913099591306,11854,23245,4,139,44,https://leetcode.com/problems/first-and-last-call-on-the-same-day/
1973,40,True,1973. Count Nodes Equal to Sum of Descendants,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Most Frequent Subtree Sum'"", ""'Maximum Average Subtree'"", ""'Count Nodes Equal to Average of Subtree']""]",3.0,77.21607688072476,15426,19978,8,183,9,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants/
1974,40,False,1974. Minimum Time to Type Word Using Special Typewriter,"['String', 'Greedy']",Easy,"[""['Minimum Distance to Type a Word Using Two Fingers']""]",1.0,78.11321230776994,61918,79267,16,764,37,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/
1975,40,False,1975. Maximum Matrix Sum,"['Array', 'Greedy', 'Matrix']",Medium,['[]'],1.0,65.85677301987126,112947,171504,168,1155,56,https://leetcode.com/problems/maximum-matrix-sum/
1976,40,False,1976. Number of Ways to Arrive at Destination,"['Dynamic Programming', 'Graph', 'Topological Sort', 'Shortest Path']",Medium,"[""['All Paths From Source to Target'"", ""'Path with Maximum Probability'"", ""'Second Minimum Time to Reach Destination']""]",3.0,37.21844255873597,225661,606315,245,3717,216,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/
1977,40,False,1977. Number of Ways to Separate Numbers,"['String', 'Dynamic Programming', 'Suffix Array']",Hard,"[""['Decode Ways'"", ""'Decode Ways II'"", ""'Restore The Array'"", ""'Number of Beautiful Partitions']""]",4.0,21.11610246537248,7897,37398,16,532,60,https://leetcode.com/problems/number-of-ways-to-separate-numbers/
1978,40,False,1978. Employees Whose Manager Left the Company,['Database'],Easy,['[]'],1.0,48.80138032378169,295565,605648,65,552,45,https://leetcode.com/problems/employees-whose-manager-left-the-company/
1979,40,False,1979. Find Greatest Common Divisor of Array,"['Array', 'Math', 'Number Theory']",Easy,"[""['Greatest Common Divisor of Strings'"", ""'Number of Different Subsequences GCDs'"", ""'Three Divisors'"", ""'Smallest Even Multiple'"", ""'Number of Subarrays With GCD Equal to K'"", ""'Find the Number of Subsequences With Equal GCD'"", ""'Maximum Subarray With Equal Products']""]",7.0,79.10407463794745,210950,266674,33,1244,52,https://leetcode.com/problems/find-greatest-common-divisor-of-array/
1980,40,False,1980. Find Unique Binary String,"['Array', 'Hash Table', 'String', 'Backtracking']",Medium,"[""['Missing Number'"", ""'Find All Numbers Disappeared in an Array'"", ""'Random Pick with Blacklist']""]",3.0,79.41355373311919,297669,374834,218,2548,89,https://leetcode.com/problems/find-unique-binary-string/
1981,40,False,1981. Minimize the Difference Between Target and Chosen Elements,"['Array', 'Dynamic Programming', 'Matrix']",Medium,"[""['Partition Equal Subset Sum'"", ""'Closest Subsequence Sum'"", ""'Maximum Number of Points with Cost']""]",3.0,36.27711155895205,36362,100234,10,1043,145,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements/
1982,40,False,1982. Find Array Given Subset Sums,"['Array', 'Divide and Conquer']",Hard,"[""['Subsets'"", ""'Subsets II'"", ""'Recover the Original Array']""]",3.0,49.03511762700307,7191,14665,11,623,43,https://leetcode.com/problems/find-array-given-subset-sums/
1983,40,True,1983. Widest Pair of Indices With Equal Range Sum,"['Array', 'Hash Table', 'Prefix Sum']",Medium,['[]'],1.0,53.62801013941698,3385,6312,3,103,3,https://leetcode.com/problems/widest-pair-of-indices-with-equal-range-sum/
1984,40,False,1984. Minimum Difference Between Highest and Lowest of K Scores,"['Array', 'Sliding Window', 'Sorting']",Easy,"[""['Array Partition']""]",1.0,59.1397796841585,120848,204342,56,1124,330,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/
1985,40,False,1985. Find the Kth Largest Integer in the Array,"['Array', 'String', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']",Medium,"[""['Kth Largest Element in an Array']""]",1.0,47.21029176487214,93542,198139,36,1341,160,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/
1986,40,False,1986. Minimum Number of Work Sessions to Finish the Tasks,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Medium,"[""['Smallest Sufficient Team'"", ""'Fair Distribution of Cookies'"", ""'Find Minimum Time to Finish All Jobs'"", ""'Find Minimum Time to Finish All Jobs II']""]",4.0,34.12564562032255,32375,94869,17,1176,70,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/
1987,40,False,1987. Number of Unique Good Subsequences,"['String', 'Dynamic Programming']",Hard,"[""['Distinct Subsequences'"", ""'Distinct Subsequences II']""]",2.0,52.36652284180363,15899,30361,25,738,16,https://leetcode.com/problems/number-of-unique-good-subsequences/
1988,40,True,1988. Find Cutoff Score for Each School,['Database'],Medium,['[]'],1.0,66.84847878302642,13359,19984,9,80,161,https://leetcode.com/problems/find-cutoff-score-for-each-school/
1989,40,True,1989. Maximum Number of People That Can Be Caught in Tag,"['Array', 'Greedy']",Medium,"[""['Minimum Number of Food Buckets to Feed the Hamsters']""]",1.0,49.29950776221128,2604,5282,3,75,10,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag/
1990,40,True,1990. Count the Number of Experiments,['Database'],Medium,['[]'],1.0,48.633822133136405,9220,18958,7,25,200,https://leetcode.com/problems/count-the-number-of-experiments/
1991,40,False,1991. Find the Middle Index in Array,"['Array', 'Prefix Sum']",Easy,"[""['Find Pivot Index'"", ""'Partition Array Into Three Parts With Equal Sum'"", ""'Number of Ways to Split Array'"", ""'Maximum Sum Score of Array'"", ""'Left and Right Sum Differences']""]",5.0,68.5256236539202,144130,210331,37,1501,76,https://leetcode.com/problems/find-the-middle-index-in-array/
1992,40,False,1992. Find All Groups of Farmland,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Medium,"[""['Number of Islands'"", ""'Count Sub Islands']""]",2.0,75.4837483368181,138992,184135,126,1429,91,https://leetcode.com/problems/find-all-groups-of-farmland/
1993,40,False,1993. Operations on Tree,"['Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design']",Medium,"[""['Throne Inheritance']""]",1.0,44.42707824557976,22740,51185,17,505,84,https://leetcode.com/problems/operations-on-tree/
1994,40,False,1994. The Number of Good Subsets,"['Array', 'Hash Table', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Counting', 'Number Theory', 'Bitmask']",Hard,"[""['Smallest Sufficient Team'"", ""'Fair Distribution of Cookies'"", ""'Number of Ways to Wear Different Hats to Each Other']""]",3.0,36.37029544106875,10427,28669,14,504,17,https://leetcode.com/problems/the-number-of-good-subsets/
1995,40,False,1995. Count Special Quadruplets,"['Array', 'Hash Table', 'Enumeration']",Easy,"[""['4Sum'"", ""'Increasing Triplet Subsequence'"", ""'Count Good Triplets'"", ""'Count Increasing Quadruplets']""]",4.0,63.85135135135135,57645,90280,26,694,242,https://leetcode.com/problems/count-special-quadruplets/
1996,40,False,1996. The Number of Weak Characters in the Game,"['Array', 'Stack', 'Greedy', 'Sorting', 'Monotonic Stack']",Medium,"[""['Russian Doll Envelopes'"", ""'Maximum Height by Stacking Cuboids ']""]",2.0,44.30966213679415,114478,258359,20,3080,99,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game/
1997,40,False,1997. First Day Where You Have Been in All the Rooms,"['Array', 'Dynamic Programming']",Medium,['[]'],1.0,40.01877934272301,14917,37275,10,506,104,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms/
1998,40,False,1998. GCD Sort of an Array,"['Array', 'Math', 'Union Find', 'Sorting', 'Number Theory']",Hard,"[""['Rank Transform of a Matrix']""]",1.0,47.79409003867382,12729,26633,13,522,14,https://leetcode.com/problems/gcd-sort-of-an-array/
1999,40,True,1999. Smallest Greater Multiple Made of Two Digits,"['Math', 'Enumeration']",Medium,['[]'],1.0,48.23026059898872,2480,5142,3,30,10,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits/
2000,40,False,2000. Reverse Prefix of Word,"['Two Pointers', 'String', 'Stack']",Easy,['[]'],1.0,86.44235721117296,352486,407770,110,1463,44,https://leetcode.com/problems/reverse-prefix-of-word/
2001,41,False,2001. Number of Pairs of Interchangeable Rectangles,"['Array', 'Hash Table', 'Math', 'Counting', 'Number Theory']",Medium,"[""['Number of Good Pairs'"", ""'Count Nice Pairs in an Array'"", ""'Replace Non-Coprime Numbers in Array']""]",3.0,51.80936499722078,54061,104346,24,569,49,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles/
2002,41,False,2002. Maximum Product of the Length of Two Palindromic Subsequences,"['String', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Medium,"[""['Valid Palindrome'"", ""'Longest Palindromic Subsequence'"", ""'Maximum Product of the Length of Two Palindromic Substrings'"", ""'Maximum Points in an Archery Competition']""]",4.0,61.88260912600217,37512,60618,26,1002,89,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/
2003,41,False,2003. Smallest Missing Genetic Value in Each Subtree,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Union Find']",Hard,['[]'],1.0,47.10743801652893,10430,22142,7,481,22,https://leetcode.com/problems/smallest-missing-genetic-value-in-each-subtree/
2004,41,True,2004. The Number of Seniors and Juniors to Join the Company,['Database'],Hard,"[""['Last Person to Fit in the Bus'"", ""'The Number of Seniors and Juniors to Join the Company II']""]",2.0,45.46450962339427,10370,22809,4,119,15,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company/
2005,41,True,2005. Subtree Removal Game with Fibonacci Tree,"['Math', 'Dynamic Programming', 'Tree', 'Binary Tree', 'Game Theory']",Hard,"[""['Game of Nim']""]",1.0,57.31625084288604,850,1483,3,16,49,https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree/
2006,41,False,2006. Count Number of Pairs With Absolute Difference K,"['Array', 'Hash Table', 'Counting']",Easy,"[""['Two Sum'"", ""'K-diff Pairs in an Array'"", ""'Finding Pairs With a Certain Sum'"", ""'Count Equal and Divisible Pairs in an Array'"", ""'Count Number of Bad Pairs'"", ""'Count the Number of Fair Pairs']""]",6.0,85.1163120959057,215769,253499,29,1768,48,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/
2007,41,False,2007. Find Original Array From Doubled Array,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium,"[""['Array of Doubled Pairs'"", ""'Recover the Original Array']""]",2.0,40.63669803296983,150025,369186,14,2547,117,https://leetcode.com/problems/find-original-array-from-doubled-array/
2008,41,False,2008. Maximum Earnings From Taxi,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming', 'Sorting']",Medium,"[""['Maximum Profit in Job Scheduling'"", ""'Maximum Number of Events That Can Be Attended'"", ""'Maximum Number of Events That Can Be Attended II']""]",3.0,45.68627853085331,44556,97526,27,1386,25,https://leetcode.com/problems/maximum-earnings-from-taxi/
2009,41,False,2009. Minimum Number of Operations to Make Array Continuous,"['Array', 'Hash Table', 'Binary Search', 'Sliding Window']",Hard,"[""['Longest Repeating Character Replacement'"", ""'Continuous Subarray Sum'"", ""'Moving Stones Until Consecutive II'"", ""'Minimum One Bit Operations to Make Integers Zero'"", ""'Minimum Adjacent Swaps for K Consecutive Ones']""]",5.0,52.15213415579182,84124,161305,78,1965,53,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous/
2010,41,True,2010. The Number of Seniors and Juniors to Join the Company II,['Database'],Hard,"[""['Last Person to Fit in the Bus'"", ""'The Number of Seniors and Juniors to Join the Company']""]",2.0,65.20399589207358,6984,10711,3,41,10,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company-ii/
2011,41,False,2011. Final Value of Variable After Performing Operations,"['Array', 'String', 'Simulation']",Easy,['[]'],1.0,89.61102237134469,502104,560315,59,1741,202,https://leetcode.com/problems/final-value-of-variable-after-performing-operations/
2012,41,False,2012. Sum of Beauty in the Array,['Array'],Medium,"[""['Best Time to Buy and Sell Stock'"", ""'Partition Array into Disjoint Intervals'"", ""'Maximum Value of an Ordered Triplet II']""]",3.0,50.5597880092746,30528,60380,31,673,74,https://leetcode.com/problems/sum-of-beauty-in-the-array/
2013,41,False,2013. Detect Squares,"['Array', 'Hash Table', 'Design', 'Counting']",Medium,['[]'],1.0,51.80628659606401,98031,189226,25,979,256,https://leetcode.com/problems/detect-squares/
2014,41,False,2014. Longest Subsequence Repeated k Times,"['String', 'Backtracking', 'Greedy', 'Counting', 'Enumeration']",Hard,"[""['Longest Substring with At Least K Repeating Characters']""]",1.0,71.44857307409687,71953,100706,102,815,115,https://leetcode.com/problems/longest-subsequence-repeated-k-times/
2015,41,True,2015. Average Height of Buildings in Each Segment,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Medium,"[""['Average Waiting Time'"", ""'Describe the Painting'"", ""'Amount of New Area Painted Each Day'"", ""'Divide Intervals Into Minimum Number of Groups']""]",4.0,57.895912441367,2592,4477,5,55,29,https://leetcode.com/problems/average-height-of-buildings-in-each-segment/
2016,41,False,2016. Maximum Difference Between Increasing Elements,['Array'],Easy,"[""['Best Time to Buy and Sell Stock'"", ""'Two Furthest Houses With Different Colors']""]",2.0,66.34837066859365,269941,406854,141,1485,44,https://leetcode.com/problems/maximum-difference-between-increasing-elements/
2017,41,False,2017. Grid Game,"['Array', 'Matrix', 'Prefix Sum']",Medium,"[""['Minimum Penalty for a Shop']""]",1.0,60.91479980403509,136772,224530,265,1796,92,https://leetcode.com/problems/grid-game/
2018,41,False,2018. Check if Word Can Be Placed In Crossword,"['Array', 'Matrix', 'Enumeration']",Medium,['[]'],1.0,50.290078033771394,27132,53951,19,324,311,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword/
2019,41,False,2019. The Score of Students Solving Math Expression,"['Array', 'Hash Table', 'Math', 'String', 'Dynamic Programming', 'Stack', 'Memoization']",Hard,"[""['Basic Calculator'"", ""'Different Ways to Add Parentheses']""]",2.0,33.62607861936721,8768,26075,11,281,84,https://leetcode.com/problems/the-score-of-students-solving-math-expression/
2020,41,True,2020. Number of Accounts That Did Not Stream,['Database'],Medium,['[]'],1.0,72.01423097974822,13157,18270,13,28,229,https://leetcode.com/problems/number-of-accounts-that-did-not-stream/
2021,41,True,2021. Brightest Position on Street,"['Array', 'Sorting', 'Prefix Sum', 'Ordered Set']",Medium,"[""['Minimum Number of Food Buckets to Feed the Hamsters'"", ""'Count Positions on Street With Required Brightness']""]",2.0,60.3898687176767,13653,22612,5,170,4,https://leetcode.com/problems/brightest-position-on-street/
2022,41,False,2022. Convert 1D Array Into 2D Array,"['Array', 'Matrix', 'Simulation']",Easy,"[""['Reshape the Matrix']""]",1.0,71.95603330997238,279270,388109,102,1277,103,https://leetcode.com/problems/convert-1d-array-into-2d-array/
2023,41,False,2023. Number of Pairs of Strings With Concatenation Equal to Target,"['Array', 'Hash Table', 'String', 'Counting']",Medium,"[""['Two Sum']""]",1.0,75.09525812083446,58928,78471,21,742,56,https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target/
2024,41,False,2024. Maximize the Confusion of an Exam,"['String', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Medium,"[""['Longest Substring with At Most K Distinct Characters'"", ""'Longest Repeating Character Replacement'"", ""'Max Consecutive Ones III'"", ""'Minimum Number of Days to Make m Bouquets'"", ""'Longest Nice Subarray']""]",5.0,69.19893342118539,134430,194266,75,3039,52,https://leetcode.com/problems/maximize-the-confusion-of-an-exam/
2025,41,False,2025. Maximum Number of Ways to Partition an Array,"['Array', 'Hash Table', 'Counting', 'Enumeration', 'Prefix Sum']",Hard,"[""['Partition Equal Subset Sum'"", ""'Partition to K Equal Sum Subsets']""]",2.0,34.98857373302863,13014,37195,10,514,59,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array/
2026,41,True,2026. Low-Quality Problems,['Database'],Easy,['[]'],1.0,84.10887734357352,14893,17707,5,55,12,https://leetcode.com/problems/low-quality-problems/
2027,41,False,2027. Minimum Moves to Convert String,"['String', 'Greedy']",Easy,"[""['Minimum Cost to Convert String I'"", ""'Minimum Cost to Convert String II']""]",2.0,57.0659390820815,55007,96392,16,516,79,https://leetcode.com/problems/minimum-moves-to-convert-string/
2028,41,False,2028. Find Missing Observations,"['Array', 'Math', 'Simulation']",Medium,"[""['Number of Dice Rolls With Target Sum'"", ""'Dice Roll Simulation']""]",2.0,57.38537415418157,172668,300892,162,1119,107,https://leetcode.com/problems/find-missing-observations/
2029,41,False,2029. Stone Game IX,"['Array', 'Math', 'Greedy', 'Counting', 'Game Theory']",Medium,"[""['Stone Game'"", ""'Stone Game II'"", ""'Stone Game III'"", ""'Stone Game IV'"", ""'Stone Game V'"", ""'Stone Game VI'"", ""'Stone Game VII'"", ""'Stone Game VIII'"", ""'Stone Game IX']""]",9.0,29.32621199671323,10707,36510,15,257,281,https://leetcode.com/problems/stone-game-ix/
2030,41,False,2030. Smallest K-Length Subsequence With Occurrences of a Letter,"['String', 'Stack', 'Greedy', 'Monotonic Stack']",Hard,"[""['Remove Duplicate Letters'"", ""'Subarray With Elements Greater Than Varying Threshold'"", ""'Find the Lexicographically Smallest Valid Sequence']""]",3.0,39.17878843675198,10638,27154,9,507,15,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/
2031,41,True,2031. Count Subarrays With More Ones Than Zeros,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']",Medium,"[""['Ones and Zeroes'"", ""'Longer Contiguous Segments of Ones than Zeros'"", ""'All Divisions With the Highest Score of a Binary Array']""]",3.0,49.17776037588097,5024,10216,9,182,17,https://leetcode.com/problems/count-subarrays-with-more-ones-than-zeros/
2032,41,False,2032. Two Out of Three,"['Array', 'Hash Table', 'Bit Manipulation']",Easy,['[]'],1.0,76.99360461825798,95228,123683,24,805,52,https://leetcode.com/problems/two-out-of-three/
2033,41,False,2033. Minimum Operations to Make a Uni-Value Grid,"['Array', 'Math', 'Sorting', 'Matrix']",Medium,"[""['Minimum Moves to Equal Array Elements II']""]",1.0,67.47508018514607,140529,208268,162,1101,75,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid/
2034,41,False,2034. Stock Price Fluctuation ,"['Hash Table', 'Design', 'Heap (Priority Queue)', 'Data Stream', 'Ordered Set']",Medium,"[""['Time Based Key-Value Store']""]",1.0,48.50578414794535,90358,186284,22,1260,69,https://leetcode.com/problems/stock-price-fluctuation/
2035,41,False,2035. Partition Array Into Two Arrays to Minimize Sum Difference,"['Array', 'Two Pointers', 'Binary Search', 'Dynamic Programming', 'Bit Manipulation', 'Ordered Set', 'Bitmask']",Hard,"[""['Partition Equal Subset Sum'"", ""'Split Array With Same Average'"", ""'Tallest Billboard'"", ""'Last Stone Weight II'"", ""'Fair Distribution of Cookies'"", ""'Closest Subsequence Sum'"", ""'Number of Ways to Split Array'"", ""'Minimum Sum of Squared Difference'"", ""'Split With Minimum Sum']""]",9.0,22.46827580086964,50639,225380,165,3613,246,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/
2036,41,True,2036. Maximum Alternating Subarray Sum,"['Array', 'Dynamic Programming']",Medium,"[""['Maximum Alternating Subsequence Sum']""]",1.0,40.02090857251473,4211,10522,3,103,6,https://leetcode.com/problems/maximum-alternating-subarray-sum/
2037,41,False,2037. Minimum Number of Moves to Seat Everyone,"['Array', 'Greedy', 'Sorting', 'Counting Sort']",Easy,['[]'],1.0,87.27883883768192,271857,311481,290,1412,345,https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone/
2038,41,False,2038. Remove Colored Pieces if Both Neighbors are the Same Color,"['Math', 'String', 'Greedy', 'Game Theory']",Medium,"[""['Longest Subarray With Maximum Bitwise AND']""]",1.0,62.93042951243242,157827,250796,121,1626,127,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/
2039,41,False,2039. The Time When the Network Becomes Idle,"['Array', 'Breadth-First Search', 'Graph']",Medium,"[""['Network Delay Time'"", ""'N-ary Tree Level Order Traversal'"", ""'Maximum Depth of N-ary Tree']""]",3.0,54.51649891705949,21395,39245,23,732,74,https://leetcode.com/problems/the-time-when-the-network-becomes-idle/
2040,41,False,2040. Kth Smallest Product of Two Sorted Arrays,"['Array', 'Binary Search']",Hard,"[""['Find K Pairs with Smallest Sums'"", ""'K-diff Pairs in an Array'"", ""'Maximum Number of Robots Within Budget']""]",3.0,48.99327646038172,81321,165984,134,1162,75,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays/
2041,41,True,2041. Accepted Candidates From the Interviews,['Database'],Medium,['[]'],1.0,78.62307450487268,15006,19086,8,58,28,https://leetcode.com/problems/accepted-candidates-from-the-interviews/
2042,41,False,2042. Check if Numbers Are Ascending in a Sentence,['String'],Easy,"[""['String to Integer (atoi)'"", ""'Sorting the Sentence'"", '""Check if All A\'s Appears Before All B\'s""]']",3.0,72.32450571376746,79745,110260,16,676,22,https://leetcode.com/problems/check-if-numbers-are-ascending-in-a-sentence/
2043,41,False,2043. Simple Bank System,"['Array', 'Hash Table', 'Design', 'Simulation']",Medium,"[""['Design an ATM Machine']""]",1.0,61.42794738630296,63280,103015,39,321,250,https://leetcode.com/problems/simple-bank-system/
2044,41,False,2044. Count Number of Maximum Bitwise-OR Subsets,"['Array', 'Backtracking', 'Bit Manipulation', 'Enumeration']",Medium,"[""['Subsets'"", ""'Largest Combination With Bitwise AND Greater Than Zero'"", ""'Longest Subarray With Maximum Bitwise AND']""]",3.0,89.63166591335147,241932,269918,200,1390,95,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/
2045,41,False,2045. Second Minimum Time to Reach Destination,"['Breadth-First Search', 'Graph', 'Shortest Path']",Hard,"[""['Network Delay Time'"", ""'Find the City With the Smallest Number of Neighbors at a Threshold Distance'"", ""'Number of Ways to Arrive at Destination']""]",3.0,62.40485143869526,89116,142803,141,1298,68,https://leetcode.com/problems/second-minimum-time-to-reach-destination/
2046,41,True,2046. Sort Linked List Already Sorted Using Absolute Values,"['Linked List', 'Two Pointers', 'Sorting']",Medium,"[""['Sort List']""]",1.0,66.98313554028732,10724,16010,3,173,3,https://leetcode.com/problems/sort-linked-list-already-sorted-using-absolute-values/
2047,41,False,2047. Number of Valid Words in a Sentence,['String'],Easy,"[""['Maximum Number of Words Found in Sentences']""]",1.0,30.354452949675675,39496,130116,36,341,821,https://leetcode.com/problems/number-of-valid-words-in-a-sentence/
2048,41,False,2048. Next Greater Numerically Balanced Number,"['Hash Table', 'Math', 'Backtracking', 'Counting', 'Enumeration']",Medium,"[""['Find the Width of Columns of a Grid']""]",1.0,49.39244186046511,16991,34400,8,206,287,https://leetcode.com/problems/next-greater-numerically-balanced-number/
2049,41,False,2049. Count Nodes With the Highest Score,"['Array', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Sum of Distances in Tree'"", ""'Delete Nodes And Return Forest'"", ""'Maximum Product of Splitted Binary Tree']""]",3.0,51.72262993180545,37846,73172,40,1148,95,https://leetcode.com/problems/count-nodes-with-the-highest-score/
2050,41,False,2050. Parallel Courses III,"['Array', 'Dynamic Programming', 'Graph', 'Topological Sort']",Hard,"[""['Course Schedule III'"", ""'Parallel Courses'"", ""'Single-Threaded CPU'"", ""'Process Tasks Using Servers'"", ""'Maximum Employees to Be Invited to a Meeting']""]",5.0,66.7793568855891,102716,153814,96,1677,46,https://leetcode.com/problems/parallel-courses-iii/
2051,42,True,2051. The Category of Each Member in the Store,['Database'],Medium,['[]'],1.0,70.64449064449065,10194,14430,7,62,8,https://leetcode.com/problems/the-category-of-each-member-in-the-store/
2052,42,True,2052. Minimum Cost to Separate Sentence Into Rows,"['Array', 'Dynamic Programming']",Medium,"[""['Sentence Screen Fitting']""]",1.0,50.88058419243986,2369,4656,2,45,14,https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows/
2053,42,False,2053. Kth Distinct String in an Array,"['Array', 'Hash Table', 'String', 'Counting']",Easy,"[""['Count Common Words With One Occurrence']""]",1.0,82.05790475952233,262420,319799,107,1292,51,https://leetcode.com/problems/kth-distinct-string-in-an-array/
2054,42,False,2054. Two Best Non-Overlapping Events,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting', 'Heap (Priority Queue)']",Medium,"[""['Maximum Profit in Job Scheduling'"", ""'Maximum Number of Events That Can Be Attended II'"", ""'Maximize Win From Two Segments'"", ""'Maximum Score of Non-overlapping Intervals']""]",4.0,60.81922873156178,109058,179315,155,1547,59,https://leetcode.com/problems/two-best-non-overlapping-events/
2055,42,False,2055. Plates Between Candles,"['Array', 'String', 'Binary Search', 'Prefix Sum']",Medium,"[""['Find First and Last Position of Element in Sorted Array'"", ""'Can Make Palindrome from Substring']""]",2.0,46.96384897584837,73737,157008,32,1332,70,https://leetcode.com/problems/plates-between-candles/
2056,42,False,2056. Number of Valid Move Combinations On Chessboard,"['Array', 'String', 'Backtracking', 'Simulation']",Hard,['[]'],1.0,48.30454254638516,5285,10941,5,71,296,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard/
2057,42,False,2057. Smallest Index With Equal Value,['Array'],Easy,['[]'],1.0,72.74299301102386,80768,111032,15,450,145,https://leetcode.com/problems/smallest-index-with-equal-value/
2058,42,False,2058. Find the Minimum and Maximum Number of Nodes Between Critical Points,['Linked List'],Medium,['[]'],1.0,69.44108729300511,196503,282978,165,1362,72,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/
2059,42,False,2059. Minimum Operations to Convert Number,"['Array', 'Breadth-First Search']",Medium,"[""['Minimum Operations to Reduce X to Zero']""]",1.0,51.02649500422528,20530,40234,11,668,34,https://leetcode.com/problems/minimum-operations-to-convert-number/
2060,42,False,2060. Check if an Original String Exists Given Two Encoded Strings,"['String', 'Dynamic Programming']",Hard,"[""['Valid Word Abbreviation'"", ""'Check If Two String Arrays are Equivalent']""]",2.0,43.31263219477072,19249,44437,15,324,159,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/
