id,page_number,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
1011,21,False,1011. Capacity To Ship Packages Within D Days,"['Array', 'Binary Search']",Medium,"[""['Split Array Largest Sum'"", ""'Divide Chocolate'"", ""'Cutting Ribbons'"", ""'Minimized Maximum of Products Distributed to Any Store'"", ""'Maximum Bags With Full Capacity of Rocks'"", ""'Minimum Total Distance Traveled']""]",6.0,72.94274607433098,652791,894938,226,10624,273,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/
1012,21,False,1012. Numbers With Repeated Digits,"['Math', 'Dynamic Programming']",Hard,"[""['Count the Number of Powerful Integers']""]",1.0,44.44155376333327,22207,49969,15,817,90,https://leetcode.com/problems/numbers-with-repeated-digits/
1013,21,False,1013. Partition Array Into Three Parts With Equal Sum,"['Array', 'Greedy']",Easy,"[""['Find the Middle Index in Array']""]",1.0,42.263568705754224,116414,275448,35,1772,168,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum/
1014,21,False,1014. Best Sightseeing Pair,"['Array', 'Dynamic Programming']",Medium,['[]'],1.0,62.61710725662057,213679,341247,141,3261,77,https://leetcode.com/problems/best-sightseeing-pair/
1015,21,False,1015. Smallest Integer Divisible by K,"['Hash Table', 'Math']",Medium,['[]'],1.0,46.68063625107153,68614,146986,11,1165,865,https://leetcode.com/problems/smallest-integer-divisible-by-k/
1016,21,False,1016. Binary String With Substrings Representing 1 To N,"['Hash Table', 'String', 'Bit Manipulation', 'Sliding Window']",Medium,['[]'],1.0,58.16307214699461,46089,79241,12,379,539,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/
1017,21,False,1017. Convert to Base -2,['Math'],Medium,"[""['Encode Number'"", ""'Convert Date to Binary']""]",2.0,61.508090386716965,34896,56734,19,556,305,https://leetcode.com/problems/convert-to-base-2/
1018,21,False,1018. Binary Prefix Divisible By 5,"['Array', 'Bit Manipulation']",Easy,"[""['Average Value of Even Numbers That Are Divisible by Three'"", ""'Find the Maximum Divisibility Score']""]",2.0,47.24155886866915,68950,145952,18,764,195,https://leetcode.com/problems/binary-prefix-divisible-by-5/
1019,21,False,1019. Next Greater Node In Linked List,"['Array', 'Linked List', 'Stack', 'Monotonic Stack']",Medium,['[]'],1.0,62.85791962101066,201151,320009,28,3470,124,https://leetcode.com/problems/next-greater-node-in-linked-list/
1020,21,False,1020. Number of Enclaves,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium,['[]'],1.0,71.16659790024502,363939,511391,110,4486,87,https://leetcode.com/problems/number-of-enclaves/
1021,21,False,1021. Remove Outermost Parentheses,"['String', 'Stack']",Easy,['[]'],1.0,86.35798085735267,569143,659051,136,3530,1698,https://leetcode.com/problems/remove-outermost-parentheses/
1022,21,False,1022. Sum of Root To Leaf Binary Numbers,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy,['[]'],1.0,73.55188893322409,241475,328305,28,3428,193,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/
1023,21,False,1023. Camelcase Matching,"['Array', 'Two Pointers', 'String', 'Trie', 'String Matching']",Medium,['[]'],1.0,64.42988009235123,60556,93988,33,966,346,https://leetcode.com/problems/camelcase-matching/
1024,21,False,1024. Video Stitching,"['Array', 'Dynamic Programming', 'Greedy']",Medium,['[]'],1.0,52.24512634001805,82166,157272,21,1831,63,https://leetcode.com/problems/video-stitching/
1025,21,False,1025. Divisor Game,"['Math', 'Dynamic Programming', 'Brainteaser', 'Game Theory']",Easy,['[]'],1.0,70.98692349374802,347158,489045,138,2376,4203,https://leetcode.com/problems/divisor-game/
1026,21,False,1026. Maximum Difference Between Node and Ancestor,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,['[]'],1.0,78.08499982037232,369498,473200,109,5063,169,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/
1027,21,False,1027. Longest Arithmetic Subsequence,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming']",Medium,"[""['Destroy Sequential Targets']""]",1.0,49.66299363026283,203804,410375,117,4857,218,https://leetcode.com/problems/longest-arithmetic-subsequence/
1028,21,False,1028. Recover a Tree From Preorder Traversal,"['String', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard,['[]'],1.0,83.26734822563806,161103,193477,185,2276,69,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal/
1029,21,False,1029. Two City Scheduling,"['Array', 'Greedy', 'Sorting']",Medium,"[""['Rearrange Array to Maximize Prefix Score']""]",1.0,67.9785885615492,274055,403146,42,4840,363,https://leetcode.com/problems/two-city-scheduling/
1030,21,False,1030. Matrix Cells in Distance Order,"['Array', 'Math', 'Geometry', 'Sorting', 'Matrix']",Easy,"[""['Cells in a Range on an Excel Sheet']""]",1.0,73.36274245015954,73340,99969,26,801,341,https://leetcode.com/problems/matrix-cells-in-distance-order/
1031,21,False,1031. Maximum Sum of Two Non-Overlapping Subarrays,"['Array', 'Dynamic Programming', 'Sliding Window']",Medium,['[]'],1.0,60.52858459434552,81440,134548,23,2641,86,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays/
1032,21,False,1032. Stream of Characters,"['Array', 'String', 'Design', 'Trie', 'Data Stream']",Hard,['[]'],1.0,51.483790014894005,100935,196052,20,1856,186,https://leetcode.com/problems/stream-of-characters/
1033,21,False,1033. Moving Stones Until Consecutive,"['Math', 'Brainteaser']",Medium,['[]'],1.0,50.1959492837148,30484,60730,9,244,658,https://leetcode.com/problems/moving-stones-until-consecutive/
1034,21,False,1034. Coloring A Border,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Medium,"[""['Island Perimeter']""]",1.0,50.37293348712034,45857,91035,39,823,925,https://leetcode.com/problems/coloring-a-border/
1035,21,False,1035. Uncrossed Lines,"['Array', 'Dynamic Programming']",Medium,"[""['Edit Distance']""]",1.0,64.71272550483566,186350,287962,79,3939,62,https://leetcode.com/problems/uncrossed-lines/
1036,21,False,1036. Escape a Large Maze,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search']",Hard,['[]'],1.0,35.85918934521972,26709,74483,12,701,171,https://leetcode.com/problems/escape-a-large-maze/
1037,21,False,1037. Valid Boomerang,"['Array', 'Math', 'Geometry']",Easy,['[]'],1.0,38.51668368229315,69040,179246,19,451,539,https://leetcode.com/problems/valid-boomerang/
1038,21,False,1038. Binary Search Tree to Greater Sum Tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium,['[]'],1.0,88.3311450748007,327635,370917,143,4495,169,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree/
1039,21,False,1039. Minimum Score Triangulation of Polygon,"['Array', 'Dynamic Programming']",Medium,['[]'],1.0,67.21580556266659,133908,199221,142,2287,297,https://leetcode.com/problems/minimum-score-triangulation-of-polygon/
1040,21,False,1040. Moving Stones Until Consecutive II,"['Array', 'Math', 'Sliding Window', 'Sorting']",Medium,"[""['Minimum Number of Operations to Make Array Continuous']""]",1.0,58.09873861832763,13910,23942,23,402,727,https://leetcode.com/problems/moving-stones-until-consecutive-ii/
1041,21,False,1041. Robot Bounded In Circle,"['Math', 'String', 'Simulation']",Medium,['[]'],1.0,56.34174375156397,265684,471558,35,3836,714,https://leetcode.com/problems/robot-bounded-in-circle/
1042,21,False,1042. Flower Planting With No Adjacent,"['Depth-First Search', 'Breadth-First Search', 'Graph']",Medium,['[]'],1.0,52.926439580027385,97391,184012,25,1548,722,https://leetcode.com/problems/flower-planting-with-no-adjacent/
1043,21,False,1043. Partition Array for Maximum Sum,"['Array', 'Dynamic Programming']",Medium,"[""['Subsequence of Size K With the Largest Even Sum'"", ""'Partition String Into Minimum Beautiful Substrings'"", ""'Minimum Substring Partition of Equal Character Frequency']""]",3.0,77.23179332653322,247592,320583,161,4973,436,https://leetcode.com/problems/partition-array-for-maximum-sum/
1044,21,False,1044. Longest Duplicate Substring,"['String', 'Binary Search', 'Sliding Window', 'Rolling Hash', 'Suffix Array', 'Hash Function']",Hard,['[]'],1.0,30.90941375836206,80073,259057,34,2313,394,https://leetcode.com/problems/longest-duplicate-substring/
1045,21,False,1045. Customers Who Bought All Products,['Database'],Medium,['[]'],1.0,63.32713467837253,398094,628631,90,1023,90,https://leetcode.com/problems/customers-who-bought-all-products/
1046,21,False,1046. Last Stone Weight,"['Array', 'Heap (Priority Queue)']",Easy,['[]'],1.0,66.1124707215235,830960,1256891,64,6489,152,https://leetcode.com/problems/last-stone-weight/
1047,21,False,1047. Remove All Adjacent Duplicates In String,"['String', 'Stack']",Easy,"[""['Remove All Adjacent Duplicates in String II'"", ""'Removing Stars From a String'"", ""'Minimize String Length']""]",3.0,72.18600107818699,783329,1085154,132,6952,271,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/
1048,21,False,1048. Longest String Chain,"['Array', 'Hash Table', 'Two Pointers', 'String', 'Dynamic Programming', 'Sorting']",Medium,['[]'],1.0,62.489275368170304,495270,792568,87,7692,267,https://leetcode.com/problems/longest-string-chain/
1049,21,False,1049. Last Stone Weight II,"['Array', 'Dynamic Programming']",Medium,"[""['Partition Array Into Two Arrays to Minimize Sum Difference']""]",1.0,58.47470734371526,120983,206897,52,3316,137,https://leetcode.com/problems/last-stone-weight-ii/
1050,21,False,1050. Actors and Directors Who Cooperated At Least Three Times,['Database'],Easy,['[]'],1.0,70.71911721657675,270576,382607,50,747,54,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times/
1051,22,False,1051. Height Checker,"['Array', 'Sorting', 'Counting Sort']",Easy,['[]'],1.0,81.32330917069415,597852,735155,178,1726,121,https://leetcode.com/problems/height-checker/
1052,22,False,1052. Grumpy Bookstore Owner,"['Array', 'Sliding Window']",Medium,['[]'],1.0,63.94891663900557,223481,349468,200,2626,255,https://leetcode.com/problems/grumpy-bookstore-owner/
1053,22,False,1053. Previous Permutation With One Swap,"['Array', 'Greedy']",Medium,['[]'],1.0,49.37866428753505,46491,94152,11,471,43,https://leetcode.com/problems/previous-permutation-with-one-swap/
1054,22,False,1054. Distant Barcodes,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']",Medium,['[]'],1.0,48.09723824632247,53361,110944,12,1339,52,https://leetcode.com/problems/distant-barcodes/
1055,22,True,1055. Shortest Way to Form String,"['Two Pointers', 'String', 'Binary Search', 'Greedy']",Medium,"[""['Is Subsequence'"", ""'Number of Matching Subsequences']""]",2.0,61.42364964853866,106258,172992,18,1328,75,https://leetcode.com/problems/shortest-way-to-form-string/
1056,22,True,1056. Confusing Number,['Math'],Easy,"[""['Strobogrammatic Number'"", ""'Confusing Number II']""]",2.0,49.30844982111902,53476,108452,17,328,182,https://leetcode.com/problems/confusing-number/
1057,22,True,1057. Campus Bikes,"['Array', 'Sorting', 'Heap (Priority Queue)']",Medium,"[""['Campus Bikes II']""]",1.0,59.05167107773743,76753,129976,17,1001,197,https://leetcode.com/problems/campus-bikes/
1058,22,True,1058. Minimize Rounding Error to Meet Target,"['Array', 'Math', 'String', 'Greedy', 'Sorting']",Medium,['[]'],1.0,45.68886671655442,10990,24054,8,157,149,https://leetcode.com/problems/minimize-rounding-error-to-meet-target/
1059,22,True,1059. All Paths from Source Lead to Destination,"['Graph', 'Topological Sort']",Medium,['[]'],1.0,37.03686621775359,72273,195138,31,756,427,https://leetcode.com/problems/all-paths-from-source-lead-to-destination/
1060,22,True,1060. Missing Element in Sorted Array,"['Array', 'Binary Search']",Medium,['[]'],1.0,59.349960581953695,165620,279057,11,1729,68,https://leetcode.com/problems/missing-element-in-sorted-array/
1061,22,False,1061. Lexicographically Smallest Equivalent String,"['String', 'Union Find']",Medium,"[""['Lexicographically Smallest Generated String']""]",1.0,81.15681637630018,175710,216507,226,2850,185,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/
1062,22,True,1062. Longest Repeating Substring,"['String', 'Binary Search', 'Dynamic Programming', 'Rolling Hash', 'Suffix Array', 'Hash Function']",Medium,['[]'],1.0,63.26942141312184,56163,88768,12,725,75,https://leetcode.com/problems/longest-repeating-substring/
1063,22,True,1063. Number of Valid Subarrays,"['Array', 'Stack', 'Monotonic Stack']",Hard,"[""['Number of Smooth Descent Periods of a Stock']""]",1.0,79.41761035359372,17182,21635,13,324,18,https://leetcode.com/problems/number-of-valid-subarrays/
1064,22,True,1064. Fixed Point,"['Array', 'Binary Search']",Easy,['[]'],1.0,63.79701429551089,48374,75826,3,441,67,https://leetcode.com/problems/fixed-point/
1065,22,True,1065. Index Pairs of a String,"['Array', 'String', 'Trie', 'Sorting']",Easy,['[]'],1.0,68.41445955619184,30584,44704,8,383,109,https://leetcode.com/problems/index-pairs-of-a-string/
1066,22,True,1066. Campus Bikes II,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Medium,"[""['Campus Bikes']""]",1.0,55.84844469932172,56484,101138,10,962,88,https://leetcode.com/problems/campus-bikes-ii/
1067,22,True,1067. Digit Count in Range,"['Math', 'Dynamic Programming']",Hard,"[""['Number of Digit One'"", ""'Sum of Numbers With Units Digit K']""]",2.0,46.20703681106366,4544,9834,1,95,25,https://leetcode.com/problems/digit-count-in-range/
1068,22,False,1068. Product Sales Analysis I,['Database'],Easy,"[""['Product Sales Analysis II'"", ""'Product Sales Analysis IV'"", ""'Product Sales Analysis V']""]",3.0,85.20655617431736,1142790,1341200,161,1334,249,https://leetcode.com/problems/product-sales-analysis-i/
1069,22,True,1069. Product Sales Analysis II,['Database'],Easy,"[""['Product Sales Analysis I'"", ""'Product Sales Analysis III'"", ""'Product Sales Analysis IV'"", ""'Product Sales Analysis V']""]",4.0,82.45216584327319,60416,73274,14,85,182,https://leetcode.com/problems/product-sales-analysis-ii/
1070,22,False,1070. Product Sales Analysis III,['Database'],Medium,"[""['Product Sales Analysis II'"", ""'Product Sales Analysis IV'"", ""'Product Sales Analysis V']""]",3.0,45.03758995130254,369383,820166,295,686,1099,https://leetcode.com/problems/product-sales-analysis-iii/
1071,22,False,1071. Greatest Common Divisor of Strings,"['Math', 'String']",Easy,"[""['Find Greatest Common Divisor of Array'"", ""'Smallest Even Multiple'"", ""'Find the Maximum Factor Score of Array']""]",3.0,52.96417320765566,856622,1617360,438,5855,1623,https://leetcode.com/problems/greatest-common-divisor-of-strings/
1072,22,False,1072. Flip Columns For Maximum Number of Equal Rows,"['Array', 'Hash Table', 'Matrix']",Medium,['[]'],1.0,78.56758393325708,116775,148630,174,1330,128,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows/
1073,22,False,1073. Adding Two Negabinary Numbers,"['Array', 'Math']",Medium,['[]'],1.0,37.30145910730631,20784,55719,9,332,129,https://leetcode.com/problems/adding-two-negabinary-numbers/
1074,22,False,1074. Number of Submatrices That Sum to Target,"['Array', 'Hash Table', 'Matrix', 'Prefix Sum']",Hard,"[""['Disconnect Path in a Binary Matrix by at Most One Flip']""]",1.0,74.54698637281517,167232,224331,94,3851,107,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/
1075,22,False,1075. Project Employees I,['Database'],Easy,"[""['Project Employees II']""]",1.0,66.20263704637871,573244,865893,128,927,198,https://leetcode.com/problems/project-employees-i/
1076,22,True,1076. Project Employees II,['Database'],Easy,"[""['Project Employees I'"", ""'Project Employees III']""]",2.0,50.271475287592914,64720,128741,18,206,63,https://leetcode.com/problems/project-employees-ii/
1077,22,True,1077. Project Employees III,['Database'],Medium,"[""['Project Employees II']""]",1.0,77.11729270021262,69640,90304,14,279,9,https://leetcode.com/problems/project-employees-iii/
1078,22,False,1078. Occurrences After Bigram,['String'],Easy,['[]'],1.0,63.80030805739596,86570,135689,21,521,368,https://leetcode.com/problems/occurrences-after-bigram/
1079,22,False,1079. Letter Tile Possibilities,"['Hash Table', 'String', 'Backtracking', 'Counting']",Medium,['[]'],1.0,83.557805907173,247540,296250,133,3120,88,https://leetcode.com/problems/letter-tile-possibilities/
1080,22,False,1080. Insufficient Nodes in Root to Leaf Paths,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,"[""['Count Nodes Equal to Average of Subtree']""]",1.0,54.26653125705258,48090,88619,25,743,739,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths/
1081,22,False,1081. Smallest Subsequence of Distinct Characters,"['String', 'Stack', 'Greedy', 'Monotonic Stack']",Medium,"[""['Find the Most Competitive Subsequence']""]",1.0,62.55224632590354,88147,140918,36,2714,199,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/
1082,22,True,1082. Sales Analysis I,['Database'],Easy,"[""['Sales Analysis II']""]",1.0,74.73856763325985,66110,88455,23,202,81,https://leetcode.com/problems/sales-analysis-i/
