id,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
811,False,Number of Subarrays with Bounded Maximum,"['Array', 'Two Pointers']",Medium,"['Count Subarrays With Median K', 'Find the Number of Subarrays Where Boundary Elements Are Maximum']",2,54.32315980761698,84598,155731,29,2410,131,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/
812,False,Rotate String,"['String', 'String Matching']",Easy,[],0,64.56583906791565,702836,1088560,216,4635,389,https://leetcode.com/problems/rotate-string/
813,False,All Paths From Source to Target,"['Backtracking', 'Depth-First Search', 'Breadth-First Search', 'Graph']",Medium,"['Number of Ways to Arrive at Destination', 'Number of Increasing Paths in a Grid']",2,83.31467809641182,640873,769220,73,7533,150,https://leetcode.com/problems/all-paths-from-source-to-target/
814,False,Smallest Rotation with Highest Score,"['Array', 'Prefix Sum']",Hard,[],0,52.921854470374775,16917,31966,7,560,43,https://leetcode.com/problems/smallest-rotation-with-highest-score/
815,False,Champagne Tower,['Dynamic Programming'],Medium,['Number of Ways to Build House of Cards'],1,58.4370932141038,165202,282702,52,3730,209,https://leetcode.com/problems/champagne-tower/
818,True,Similar RGB Color,"['Math', 'String', 'Enumeration']",Easy,[],0,67.88239672497208,18240,26870,5,112,688,https://leetcode.com/problems/similar-rgb-color/
819,False,Minimum Swaps To Make Sequences Increasing,"['Array', 'Dynamic Programming']",Hard,"['Minimum Operations to Make the Array K-Increasing', 'Minimum Operations to Maximize Last Elements in Arrays']",2,41.05791025966411,93828,228526,17,2920,138,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/
820,False,Find Eventual Safe States,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']",Medium,['Build a Matrix With Conditions'],1,69.6349030895341,509018,730981,258,6805,514,https://leetcode.com/problems/find-eventual-safe-states/
821,False,Bricks Falling When Hit,"['Array', 'Union Find', 'Matrix']",Hard,"['Last Day Where You Can Still Cross', 'Number of Ways to Build Sturdy Brick Wall']",2,36.33509130262476,35757,98409,17,1183,190,https://leetcode.com/problems/bricks-falling-when-hit/
822,False,Unique Morse Code Words,"['Array', 'Hash Table', 'String']",Easy,[],0,83.39720899437215,392991,471228,49,2591,1551,https://leetcode.com/problems/unique-morse-code-words/
823,False,Split Array With Same Average,"['Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard,"['Partition Array Into Two Arrays to Minimize Sum Difference', 'Minimum Average Difference']",2,26.336975273145484,43968,166944,17,1327,140,https://leetcode.com/problems/split-array-with-same-average/
824,False,Number of Lines To Write String,"['Array', 'String']",Easy,[],0,71.39527412662935,104452,146301,31,651,1352,https://leetcode.com/problems/number-of-lines-to-write-string/
825,False,Max Increase to Keep City Skyline,"['Array', 'Greedy', 'Matrix']",Medium,[],0,86.32268476764608,181856,210670,62,2635,544,https://leetcode.com/problems/max-increase-to-keep-city-skyline/
826,False,Soup Servings,"['Math', 'Dynamic Programming', 'Probability and Statistics']",Medium,[],0,59.862395641165136,146344,244468,177,1435,3905,https://leetcode.com/problems/soup-servings/
827,False,Expressive Words,"['Array', 'Two Pointers', 'String']",Medium,[],0,46.53205125931496,131192,281939,30,899,1940,https://leetcode.com/problems/expressive-words/
828,False,Chalkboard XOR Game,"['Array', 'Math', 'Bit Manipulation', 'Brainteaser', 'Game Theory']",Hard,[],0,64.19690925287578,16575,25819,15,241,287,https://leetcode.com/problems/chalkboard-xor-game/
829,False,Subdomain Visit Count,"['Array', 'Hash Table', 'String', 'Counting']",Medium,[],0,77.01594311922153,253898,329670,18,1589,1307,https://leetcode.com/problems/subdomain-visit-count/
830,False,Largest Triangle Area,"['Array', 'Math', 'Geometry']",Easy,['Largest Perimeter Triangle'],1,71.15556661124276,163048,229143,127,818,1726,https://leetcode.com/problems/largest-triangle-area/
831,False,Largest Sum of Averages,"['Array', 'Dynamic Programming', 'Prefix Sum']",Medium,[],0,54.459608491866554,63208,116064,22,2180,104,https://leetcode.com/problems/largest-sum-of-averages/
832,False,Binary Tree Pruning,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,[],0,72.39982013636174,276937,382511,28,4633,121,https://leetcode.com/problems/binary-tree-pruning/
833,False,Bus Routes,"['Array', 'Hash Table', 'Breadth-First Search']",Hard,['Minimum Costs Using the Train Line'],1,46.96942587635802,262512,558900,112,4579,134,https://leetcode.com/problems/bus-routes/
834,False,Ambiguous Coordinates,"['String', 'Backtracking', 'Enumeration']",Medium,[],0,56.22616147189784,33463,59515,13,335,667,https://leetcode.com/problems/ambiguous-coordinates/
835,False,Linked List Components,"['Array', 'Hash Table', 'Linked List']",Medium,['Merge Nodes in Between Zeros'],1,57.44619954896939,116413,202647,83,1176,2282,https://leetcode.com/problems/linked-list-components/
836,False,Race Car,['Dynamic Programming'],Hard,[],0,44.34161830723749,101243,228325,33,1994,187,https://leetcode.com/problems/race-car/
837,False,Most Common Word,"['Array', 'Hash Table', 'String', 'Counting']",Easy,[],0,44.787280504700746,428651,957079,57,1808,3110,https://leetcode.com/problems/most-common-word/
839,False,Short Encoding of Words,"['Array', 'Hash Table', 'String', 'Trie']",Medium,[],0,60.66256870973462,102635,169190,22,1775,664,https://leetcode.com/problems/short-encoding-of-words/
841,False,Shortest Distance to a Character,"['Array', 'Two Pointers', 'String']",Easy,['Check Distances Between Same Letters'],1,72.42311483252053,225577,311471,53,3272,194,https://leetcode.com/problems/shortest-distance-to-a-character/
842,False,Card Flipping Game,"['Array', 'Hash Table']",Medium,[],0,48.965686074503246,24002,49018,31,188,791,https://leetcode.com/problems/card-flipping-game/
843,False,Binary Trees With Factors,"['Array', 'Hash Table', 'Dynamic Programming', 'Sorting']",Medium,[],0,52.985587519340214,156503,295369,53,3357,260,https://leetcode.com/problems/binary-trees-with-factors/
851,False,Goat Latin,['String'],Easy,[],0,69.64271658906655,230047,330325,35,991,1296,https://leetcode.com/problems/goat-latin/
852,False,Friends Of Appropriate Ages,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Medium,[],0,49.371957597871656,119883,242815,41,852,1265,https://leetcode.com/problems/friends-of-appropriate-ages/
853,False,Most Profit Assigning Work,"['Array', 'Two Pointers', 'Binary Search', 'Greedy', 'Sorting']",Medium,"['Maximum Number of Tasks You Can Assign', 'Successful Pairs of Spells and Potions', 'Maximum Matching of Players With Trainers']",3,56.02927691437857,235853,420946,176,2504,173,https://leetcode.com/problems/most-profit-assigning-work/
854,False,Making A Large Island,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Hard,[],0,55.730581126896524,383334,687835,240,4887,98,https://leetcode.com/problems/making-a-large-island/
855,False,Count Unique Characters of All Substrings of a Given String,"['Hash Table', 'String', 'Dynamic Programming']",Hard,['Total Appeal of A String'],1,53.16456526587858,81043,152438,21,2231,254,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/
856,False,Consecutive Numbers Sum,"['Math', 'Enumeration']",Hard,[],0,42.26701170585987,97345,230311,25,1437,1390,https://leetcode.com/problems/consecutive-numbers-sum/
857,False,Positions of Large Groups,['String'],Easy,['Divide a String Into Groups of Size k'],1,53.34739875469562,114037,213763,12,912,126,https://leetcode.com/problems/positions-of-large-groups/
858,False,Masking Personal Information,['String'],Medium,[],0,50.95546745537306,24292,47673,9,182,457,https://leetcode.com/problems/masking-personal-information/
861,False,Flipping an Image,"['Array', 'Two Pointers', 'Bit Manipulation', 'Matrix', 'Simulation']",Easy,[],0,83.27453858325879,523109,628174,51,3645,254,https://leetcode.com/problems/flipping-an-image/
862,False,Find And Replace in String,"['Array', 'Hash Table', 'String', 'Sorting']",Medium,[],0,51.13031416360501,163661,320087,25,1229,1045,https://leetcode.com/problems/find-and-replace-in-string/
863,False,Sum of Distances in Tree,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Graph']",Hard,"['Distribute Coins in Binary Tree', 'Count Nodes With the Highest Score', 'Collect Coins in a Tree', 'Maximum Score After Applying Operations on a Tree', 'Count Pairs of Connectable Servers in a Weighted Tree Network', 'Time Taken to Mark All Nodes']",6,65.41612571070421,175343,268043,156,5848,139,https://leetcode.com/problems/sum-of-distances-in-tree/
864,False,Image Overlap,"['Array', 'Matrix']",Medium,[],0,63.87643806962499,102606,160632,20,1392,502,https://leetcode.com/problems/image-overlap/
866,False,Rectangle Overlap,"['Math', 'Geometry']",Easy,['Rectangle Area'],1,46.02269854574968,172950,375793,29,2062,482,https://leetcode.com/problems/rectangle-overlap/
867,False,New 21 Game,"['Math', 'Dynamic Programming', 'Sliding Window', 'Probability and Statistics']",Medium,[],0,52.0,156338,300650,301,2469,1996,https://leetcode.com/problems/new-21-game/
868,False,Push Dominoes,"['Two Pointers', 'String', 'Dynamic Programming']",Medium,[],0,63.024457109471335,224373,356010,157,3931,276,https://leetcode.com/problems/push-dominoes/
869,False,Similar String Groups,"['Array', 'Hash Table', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union Find']",Hard,['Groups of Strings'],1,55.69806448449586,136316,244741,65,2439,217,https://leetcode.com/problems/similar-string-groups/
870,False,Magic Squares In Grid,"['Array', 'Hash Table', 'Math', 'Matrix']",Medium,['Largest Magic Square'],1,51.53217375102219,149349,289817,149,836,1838,https://leetcode.com/problems/magic-squares-in-grid/
871,False,Keys and Rooms,"['Depth-First Search', 'Breadth-First Search', 'Graph']",Medium,['Graph Valid Tree'],1,75.10626326416273,626042,833542,152,6544,296,https://leetcode.com/problems/keys-and-rooms/
872,False,Split Array into Fibonacci Sequence,"['String', 'Backtracking']",Medium,"['Additive Number', 'Fibonacci Number']",2,39.94227176540379,45112,112943,16,1172,308,https://leetcode.com/problems/split-array-into-fibonacci-sequence/
873,False,Guess the Word,"['Array', 'Math', 'String', 'Interactive', 'Game Theory']",Hard,[],0,37.28509086082653,162931,436985,59,1610,1853,https://leetcode.com/problems/guess-the-word/
874,False,Backspace String Compare,"['Two Pointers', 'String', 'Stack', 'Simulation']",Easy,"['Crawler Log Folder', 'Removing Stars From a String']",2,49.600977424818815,982454,1980715,111,7822,376,https://leetcode.com/problems/backspace-string-compare/
875,False,Longest Mountain in Array,"['Array', 'Two Pointers', 'Dynamic Programming', 'Enumeration']",Medium,"['Minimum Number of Removals to Make Mountain Array', 'Find Good Days to Rob the Bank']",2,41.370797222359116,176288,426117,46,2968,90,https://leetcode.com/problems/longest-mountain-in-array/
876,False,Hand of Straights,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium,[],0,57.514945212608836,408889,710928,205,3604,288,https://leetcode.com/problems/hand-of-straights/
877,False,Shortest Path Visiting All Nodes,"['Dynamic Programming', 'Bit Manipulation', 'Breadth-First Search', 'Graph', 'Bitmask']",Hard,['Find the Minimum Cost Array Permutation'],1,65.59637905287637,141883,216297,72,4550,179,https://leetcode.com/problems/shortest-path-visiting-all-nodes/
878,False,Shifting Letters,"['Array', 'String', 'Prefix Sum']",Medium,"['Replace All Digits with Characters', 'Shifting Letters II', 'Lexicographically Smallest String After Substring Operation', 'Shift Distance Between Two Strings', 'Find the K-th Character in String Game I', 'Find the K-th Character in String Game II']",6,45.79773430928647,127950,279383,40,1516,140,https://leetcode.com/problems/shifting-letters/
879,False,Maximize Distance to Closest Person,['Array'],Medium,"['Exam Room', 'Task Scheduler II']",2,49.31768494040377,269568,546595,43,3301,201,https://leetcode.com/problems/maximize-distance-to-closest-person/
880,False,Rectangle Area II,"['Array', 'Segment Tree', 'Line Sweep', 'Ordered Set']",Hard,['Separate Squares II'],1,55.02185777512286,40527,73657,16,1021,64,https://leetcode.com/problems/rectangle-area-ii/
881,False,Loud and Rich,"['Array', 'Depth-First Search', 'Graph', 'Topological Sort']",Medium,['Build a Matrix With Conditions'],1,62.5284901563145,69683,111442,67,1450,872,https://leetcode.com/problems/loud-and-rich/
882,False,Peak Index in a Mountain Array,"['Array', 'Binary Search']",Medium,"['Find Peak Element', 'Find in Mountain Array', 'Minimum Number of Removals to Make Mountain Array']",3,67.19044870229347,1089477,1621476,233,8266,1942,https://leetcode.com/problems/peak-index-in-a-mountain-array/
883,False,Car Fleet,"['Array', 'Stack', 'Sorting', 'Monotonic Stack']",Medium,"['Car Fleet II', 'Count Collisions on a Road']",2,54.0772064712478,422003,780373,178,4102,1174,https://leetcode.com/problems/car-fleet/
884,False,K-Similar Strings,"['Hash Table', 'String', 'Breadth-First Search']",Hard,['Couples Holding Hands'],1,40.28600026380925,51921,128881,12,1167,63,https://leetcode.com/problems/k-similar-strings/
885,False,Exam Room,"['Design', 'Heap (Priority Queue)', 'Ordered Set']",Medium,['Maximize Distance to Closest Person'],1,43.053080389998236,70784,164411,30,1394,518,https://leetcode.com/problems/exam-room/
886,False,Score of Parentheses,"['String', 'Stack']",Medium,[],0,63.582919586862786,212201,333739,45,5569,232,https://leetcode.com/problems/score-of-parentheses/
887,False,Minimum Cost to Hire K Workers,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Hard,['Maximum Subsequence Score'],1,63.54423694265413,154002,242354,160,3021,405,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/
888,False,Mirror Reflection,"['Math', 'Geometry', 'Number Theory']",Medium,[],0,61.94417302279456,84949,137138,9,1139,2558,https://leetcode.com/problems/mirror-reflection/
889,False,Buddy Strings,"['Hash Table', 'String']",Easy,"['Determine if Two Strings Are Close', 'Check if One String Swap Can Make Strings Equal', 'Make Number of Distinct Characters Equal']",3,33.75769544611187,282558,837019,124,3315,1841,https://leetcode.com/problems/buddy-strings/
890,False,Lemonade Change,"['Array', 'Greedy']",Easy,[],0,58.671071456799574,512192,872989,221,3250,210,https://leetcode.com/problems/lemonade-change/
891,False,Score After Flipping Matrix,"['Array', 'Greedy', 'Bit Manipulation', 'Matrix']",Medium,['Remove All Ones With Row and Column Flips'],1,80.25994763359384,161849,201656,97,2437,223,https://leetcode.com/problems/score-after-flipping-matrix/
892,False,Shortest Subarray with Sum at Least K,"['Array', 'Binary Search', 'Queue', 'Sliding Window', 'Heap (Priority Queue)', 'Prefix Sum', 'Monotonic Queue']",Hard,"['Shortest Subarray With OR at Least K II', 'Shortest Subarray With OR at Least K I']",2,32.36718535109435,197691,610774,161,5101,143,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/
893,False,All Nodes Distance K in Binary Tree,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium,['Amount of Time for Binary Tree to Be Infected'],1,67.01674012522182,636333,949514,157,11854,270,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/
895,False,Shortest Path to Get All Keys,"['Array', 'Bit Manipulation', 'Breadth-First Search', 'Matrix']",Hard,[],0,54.12804066319738,89452,165260,99,2456,107,https://leetcode.com/problems/shortest-path-to-get-all-keys/
896,False,Smallest Subtree with all the Deepest Nodes,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium,[],0,72.72082283434095,169119,232558,38,2804,383,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/
897,False,Prime Palindrome,"['Math', 'Number Theory']",Medium,['Sum of k-Mirror Numbers'],1,27.58281044797899,45366,164472,28,502,842,https://leetcode.com/problems/prime-palindrome/
898,False,Transpose Matrix,"['Array', 'Matrix', 'Simulation']",Easy,[],0,75.04935844589595,532554,709605,119,4062,454,https://leetcode.com/problems/transpose-matrix/
899,False,Binary Gap,['Bit Manipulation'],Easy,[],0,65.14501502812958,101436,155708,15,683,672,https://leetcode.com/problems/binary-gap/
900,False,Reordered Power of 2,"['Hash Table', 'Math', 'Sorting', 'Counting', 'Enumeration']",Medium,[],0,66.11197049024274,222241,336159,122,2528,494,https://leetcode.com/problems/reordered-power-of-2/
901,False,Advantage Shuffle,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium,[],0,53.809963933036364,77431,143897,13,1674,100,https://leetcode.com/problems/advantage-shuffle/
902,False,Minimum Number of Refueling Stops,"['Array', 'Dynamic Programming', 'Greedy', 'Heap (Priority Queue)']",Hard,[],0,40.835278278814215,157117,384758,32,4822,92,https://leetcode.com/problems/minimum-number-of-refueling-stops/
904,False,Leaf-Similar Trees,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy,[],0,70.14706237632244,638782,910633,133,4317,123,https://leetcode.com/problems/leaf-similar-trees/
905,False,Length of Longest Fibonacci Subsequence,"['Array', 'Hash Table', 'Dynamic Programming']",Medium,['Fibonacci Number'],1,57.553661983031255,188174,326954,155,2676,108,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/
906,False,Walking Robot Simulation,"['Array', 'Hash Table', 'Simulation']",Medium,['Walking Robot Simulation II'],1,58.357903329087826,165866,284220,170,890,200,https://leetcode.com/problems/walking-robot-simulation/
907,False,Koko Eating Bananas,"['Array', 'Binary Search']",Medium,"['Minimize Max Distance to Gas Station', 'Maximum Candies Allocated to K Children', 'Minimized Maximum of Products Distributed to Any Store', 'Frog Jump II', 'Minimum Time to Repair Cars']",5,49.205889010974964,1308544,2659324,624,12862,853,https://leetcode.com/problems/koko-eating-bananas/
908,False,Middle of the Linked List,"['Linked List', 'Two Pointers']",Easy,"['Delete the Middle Node of a Linked List', 'Maximum Twin Sum of a Linked List']",2,81.13922801308777,2712945,3343569,232,12828,425,https://leetcode.com/problems/middle-of-the-linked-list/
909,False,Stone Game,"['Array', 'Math', 'Dynamic Programming', 'Game Theory']",Medium,"['Stone Game V', 'Stone Game VI', 'Stone Game VII', 'Stone Game VIII', 'Stone Game IX', 'Strictly Palindromic Number', 'Visit Array Positions to Maximize Score']",7,72.16019140936538,304008,421296,179,3472,2945,https://leetcode.com/problems/stone-game/
910,False,Nth Magical Number,"['Math', 'Binary Search']",Hard,[],0,36.09299470574695,47040,130330,16,1320,169,https://leetcode.com/problems/nth-magical-number/
911,False,Profitable Schemes,"['Array', 'Dynamic Programming']",Hard,[],0,48.0823466722119,73992,153886,47,1922,126,https://leetcode.com/problems/profitable-schemes/
916,False,Decoded String at Index,"['String', 'Stack']",Medium,[],0,36.8072025523745,104291,283344,97,2592,365,https://leetcode.com/problems/decoded-string-at-index/
917,False,Boats to Save People,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium,[],0,60.83223650183876,511633,841057,220,6747,173,https://leetcode.com/problems/boats-to-save-people/
918,False,Reachable Nodes In Subdivided Graph,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']",Hard,"['Find All People With Secret', 'Paths in Maze That Lead to Same Room']",2,51.26189736074722,34631,67557,11,876,227,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/
919,False,Projection Area of 3D Shapes,"['Array', 'Math', 'Geometry', 'Matrix']",Easy,[],0,74.66261808367072,68603,91884,32,627,1442,https://leetcode.com/problems/projection-area-of-3d-shapes/
920,False,Uncommon Words from Two Sentences,"['Hash Table', 'String', 'Counting']",Easy,['Count Common Words With One Occurrence'],1,75.45424336150545,324703,430331,147,1876,208,https://leetcode.com/problems/uncommon-words-from-two-sentences/
921,False,Spiral Matrix III,"['Array', 'Matrix', 'Simulation']",Medium,"['Spiral Matrix', 'Spiral Matrix II', 'Spiral Matrix IV']",3,84.54756311516846,170595,201774,256,1627,1042,https://leetcode.com/problems/spiral-matrix-iii/
922,False,Possible Bipartition,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Medium,[],0,51.90948637240237,249518,480679,86,4861,115,https://leetcode.com/problems/possible-bipartition/
923,False,Super Egg Drop,"['Math', 'Binary Search', 'Dynamic Programming']",Hard,['Egg Drop With 2 Eggs and N Floors'],1,29.289727152453327,91654,312921,48,3784,204,https://leetcode.com/problems/super-egg-drop/
924,False,Fair Candy Swap,"['Array', 'Hash Table', 'Binary Search', 'Sorting']",Easy,[],0,63.86698411013055,156392,244872,53,2224,414,https://leetcode.com/problems/fair-candy-swap/
925,False,Construct Binary Tree from Preorder and Postorder Traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",Medium,[],0,78.03646667034644,212066,271753,136,3360,158,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/
926,False,Find and Replace Pattern,"['Array', 'Hash Table', 'String']",Medium,"['Isomorphic Strings', 'Word Pattern']",2,76.89437406993359,207724,270142,22,4010,175,https://leetcode.com/problems/find-and-replace-pattern/
927,False,Sum of Subsequence Widths,"['Array', 'Math', 'Sorting']",Hard,[],0,39.51412287054822,25097,63514,7,728,172,https://leetcode.com/problems/sum-of-subsequence-widths/
928,False,Surface Area of 3D Shapes,"['Array', 'Math', 'Geometry', 'Matrix']",Easy,[],0,68.83297526579629,49981,72612,23,596,760,https://leetcode.com/problems/surface-area-of-3d-shapes/
929,False,Groups of Special-Equivalent Strings,"['Array', 'Hash Table', 'String', 'Sorting']",Medium,[],0,73.1615417370995,56698,77497,21,565,1487,https://leetcode.com/problems/groups-of-special-equivalent-strings/
930,False,All Possible Full Binary Trees,"['Dynamic Programming', 'Tree', 'Recursion', 'Memoization', 'Binary Tree']",Medium,[],0,82.73162453370904,206699,249843,76,5197,367,https://leetcode.com/problems/all-possible-full-binary-trees/
931,False,Maximum Frequency Stack,"['Hash Table', 'Stack', 'Design', 'Ordered Set']",Hard,[],0,66.46752392873852,210274,316356,44,4875,77,https://leetcode.com/problems/maximum-frequency-stack/
932,False,Monotonic Array,['Array'],Easy,"['Count Hills and Valleys in an Array', 'Find the Count of Monotonic Pairs I']",2,61.97613183096521,539469,870447,69,3210,100,https://leetcode.com/problems/monotonic-array/
933,False,Increasing Order Search Tree,"['Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Easy,[],0,78.81687542479852,324693,411959,37,4453,683,https://leetcode.com/problems/increasing-order-search-tree/
934,False,Bitwise ORs of Subarrays,"['Array', 'Dynamic Programming', 'Bit Manipulation']",Medium,"['Longest Nice Subarray', 'Smallest Subarrays With Maximum Bitwise OR', 'Bitwise OR of All Subsequence Sums', 'Find the Maximum Sequence Value of Array']",4,56.54255015772317,128878,227931,127,1940,242,https://leetcode.com/problems/bitwise-ors-of-subarrays/
935,False,Orderly Queue,"['Math', 'String', 'Sorting']",Hard,[],0,66.46373918829008,79916,120240,27,1808,620,https://leetcode.com/problems/orderly-queue/
936,False,RLE Iterator,"['Array', 'Design', 'Counting', 'Iterator']",Medium,[],0,58.986018202583544,83151,140968,14,762,198,https://leetcode.com/problems/rle-iterator/
937,False,Online Stock Span,"['Stack', 'Design', 'Monotonic Stack', 'Data Stream']",Medium,['Daily Temperatures'],1,68.16243612132776,518724,761008,140,7016,483,https://leetcode.com/problems/online-stock-span/
938,False,Numbers At Most N Given Digit Set,"['Array', 'Math', 'String', 'Binary Search', 'Dynamic Programming']",Hard,[],0,43.87540820612159,51189,116669,15,1441,98,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/
939,False,Valid Permutations for DI Sequence,"['String', 'Dynamic Programming', 'Prefix Sum']",Hard,[],0,55.83668775158137,19420,34780,11,747,45,https://leetcode.com/problems/valid-permutations-for-di-sequence/
940,False,Fruit Into Baskets,"['Array', 'Hash Table', 'Sliding Window']",Medium,"['Longest Nice Subarray', 'Fruits Into Baskets II']",2,49.724829250154464,711436,1430746,295,5828,518,https://leetcode.com/problems/fruit-into-baskets/
941,False,Sort Array By Parity,"['Array', 'Two Pointers', 'Sorting']",Easy,"['Sort Array By Parity II', 'Sort Even and Odd Indices Independently', 'Largest Number After Digit Swaps by Parity']",3,76.35384122245583,950432,1244773,86,5601,156,https://leetcode.com/problems/sort-array-by-parity/
942,False,Super Palindromes,"['Math', 'String', 'Enumeration']",Hard,[],0,39.63488843813388,27356,69020,7,373,423,https://leetcode.com/problems/super-palindromes/
943,False,Sum of Subarray Minimums,"['Array', 'Dynamic Programming', 'Stack', 'Monotonic Stack']",Medium,"['Sum of Subarray Ranges', 'Sum of Total Strength of Wizards']",2,37.98317201850808,393373,1035654,329,8923,710,https://leetcode.com/problems/sum-of-subarray-minimums/
944,False,Smallest Range I,"['Array', 'Math']",Easy,[],0,72.44157473059104,113202,156266,50,764,2084,https://leetcode.com/problems/smallest-range-i/
945,False,Snakes and Ladders,"['Array', 'Breadth-First Search', 'Matrix']",Medium,['Most Profitable Path in a Tree'],1,47.956278805346216,339107,707117,369,3578,1301,https://leetcode.com/problems/snakes-and-ladders/
946,False,Smallest Range II,"['Array', 'Math', 'Greedy', 'Sorting']",Medium,[],0,37.44218138314569,63220,168847,26,1704,467,https://leetcode.com/problems/smallest-range-ii/
947,False,Online Election,"['Array', 'Hash Table', 'Binary Search', 'Design']",Medium,['Rank Teams by Votes'],1,52.31057035958073,73262,140052,37,1071,674,https://leetcode.com/problems/online-election/
948,False,Sort an Array,"['Array', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Merge Sort', 'Bucket Sort', 'Radix Sort', 'Counting Sort']",Medium,[],0,56.151780589986785,998934,1778987,369,6977,833,https://leetcode.com/problems/sort-an-array/
949,False,Cat and Mouse,"['Math', 'Dynamic Programming', 'Graph', 'Topological Sort', 'Memoization', 'Game Theory']",Hard,['Cat and Mouse II'],1,34.05374483759348,24407,71672,34,993,178,https://leetcode.com/problems/cat-and-mouse/
950,False,X of a Kind in a Deck of Cards,"['Array', 'Hash Table', 'Math', 'Counting', 'Number Theory']",Easy,[],0,29.939238718371257,147525,492748,51,1874,564,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/
951,False,Partition Array into Disjoint Intervals,['Array'],Medium,"['Sum of Beauty in the Array', 'Optimal Partition of String', 'Minimum Index of a Valid Split', 'Maximum Strength of K Disjoint Subarrays']",4,49.187778850418766,94261,191635,29,1747,83,https://leetcode.com/problems/partition-array-into-disjoint-intervals/
952,False,Word Subsets,"['Array', 'Hash Table', 'String']",Medium,[],0,55.83176356651022,262306,469815,188,3521,315,https://leetcode.com/problems/word-subsets/
953,False,Reverse Only Letters,"['Two Pointers', 'String']",Easy,['Faulty Keyboard'],1,67.47267737748447,295781,438371,40,2400,82,https://leetcode.com/problems/reverse-only-letters/
954,False,Maximum Sum Circular Subarray,"['Array', 'Divide and Conquer', 'Dynamic Programming', 'Queue', 'Monotonic Queue']",Medium,[],0,48.51041945454641,369760,762228,106,7131,333,https://leetcode.com/problems/maximum-sum-circular-subarray/
955,False,Complete Binary Tree Inserter,"['Tree', 'Breadth-First Search', 'Design', 'Binary Tree']",Medium,[],0,64.79375628791804,63758,98402,13,1147,120,https://leetcode.com/problems/complete-binary-tree-inserter/
956,False,Number of Music Playlists,"['Math', 'Dynamic Programming', 'Combinatorics']",Hard,['Count the Number of Good Subsequences'],1,59.97217141159733,76720,127926,51,2442,201,https://leetcode.com/problems/number-of-music-playlists/
957,False,Minimum Add to Make Parentheses Valid,"['String', 'Stack', 'Greedy']",Medium,['Minimum Number of Swaps to Make the String Balanced'],1,74.4912374912341,657515,882675,225,4848,245,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
958,False,Sort Array By Parity II,"['Array', 'Two Pointers', 'Sorting']",Easy,"['Sort Array By Parity', 'Rearrange Array Elements by Sign', 'Sort Even and Odd Indices Independently', 'Largest Number After Digit Swaps by Parity', 'Find the Number of K-Even Arrays']",5,71.08535239091279,318097,447486,22,2753,103,https://leetcode.com/problems/sort-array-by-parity-ii/
959,False,3Sum With Multiplicity,"['Array', 'Hash Table', 'Two Pointers', 'Sorting', 'Counting']",Medium,[],0,45.95809864590466,116109,252641,20,2668,328,https://leetcode.com/problems/3sum-with-multiplicity/
960,False,Minimize Malware Spread,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Hard,[],0,42.71935302373607,69093,161737,58,1092,644,https://leetcode.com/problems/minimize-malware-spread/
