id,is_premium,title,topic_tags,difficulty,similar_questions,no_similar_questions,acceptance,accepted,submission,discussion_count,likes,dislikes,problem_URL
1770,False,Minimum Deletions to Make Character Frequencies Unique,"['Hash Table', 'String', 'Greedy', 'Sorting']",Medium,"['Minimum Deletions to Make Array Beautiful', 'Removing Minimum and Maximum From Array', 'Remove Letter To Equalize Frequency', 'Minimum Deletions to Make String K-Special']",4,61.39706266114132,294095,479005,47,5028,75,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/
1771,False,Sell Diminishing-Valued Colored Balls,"['Array', 'Math', 'Binary Search', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Medium,['Maximum Running Time of N Computers'],1,29.877939264187138,41588,139193,19,1130,399,https://leetcode.com/problems/sell-diminishing-valued-colored-balls/
1772,False,Create Sorted Array through Instructions,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']",Hard,"['Count Good Triplets in an Array', 'Longest Substring of One Repeating Character', 'Sort Array by Moving Items to Empty Space']",3,40.68516194494139,30474,74902,11,682,81,https://leetcode.com/problems/create-sorted-array-through-instructions/
1790,True,Lowest Common Ancestor of a Binary Tree III,"['Hash Table', 'Two Pointers', 'Tree', 'Binary Tree']",Medium,"['Lowest Common Ancestor of a Binary Search Tree', 'Lowest Common Ancestor of a Binary Tree', 'Lowest Common Ancestor of a Binary Tree II', 'Lowest Common Ancestor of a Binary Tree IV']",4,82.75781421090343,389234,470327,37,1524,59,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/
1795,True,Hopper Company Queries III,['Database'],Hard,"['Trips and Users', 'Hopper Company Queries I', 'Hopper Company Queries II', 'Number of Times a Driver Was a Passenger']",4,65.37455410225922,8247,12615,5,34,63,https://leetcode.com/problems/hopper-company-queries-iii/
1755,False,Defuse the Bomb,"['Array', 'Sliding Window']",Easy,"['Circular Sentence', 'Shortest Distance to Target String in a Circular Array', 'Take K of Each Character From Left and Right']",3,79.28532751571463,202065,254858,253,1539,172,https://leetcode.com/problems/defuse-the-bomb/
1756,False,Minimum Deletions to Make String Balanced,"['String', 'Dynamic Programming', 'Stack']",Medium,"[""Check if All A's Appears Before All B's""]",1,65.60232058476353,176177,268553,126,2156,69,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced/
1757,False,Minimum Jumps to Reach Home,"['Array', 'Dynamic Programming', 'Breadth-First Search']",Medium,"['Reachable Nodes With Restrictions', 'Maximum Number of Jumps to Reach the Last Index']",2,30.352388034639095,50612,166748,30,1545,284,https://leetcode.com/problems/minimum-jumps-to-reach-home/
1758,False,Distribute Repeating Integers,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Hard,[],0,40.05760786367482,19887,49645,11,461,31,https://leetcode.com/problems/distribute-repeating-integers/
1775,False,Design an Ordered Stream,"['Array', 'Hash Table', 'Design', 'Data Stream']",Easy,['Longest Uploaded Prefix'],1,82.36167514727363,102621,124598,69,559,3591,https://leetcode.com/problems/design-an-ordered-stream/
1777,False,Determine if Two Strings Are Close,"['Hash Table', 'String', 'Sorting', 'Counting']",Medium,"['Buddy Strings', 'Minimum Swaps to Make Strings Equal', 'Minimum Number of Steps to Make Two Strings Anagram']",3,54.21010400014967,521560,962109,223,4025,346,https://leetcode.com/problems/determine-if-two-strings-are-close/
1776,False,Minimum Operations to Reduce X to Zero,"['Array', 'Hash Table', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Medium,"['Minimum Size Subarray Sum', 'Subarray Sum Equals K', 'Minimum Operations to Convert Number', 'Removing Minimum Number of Magic Beans', 'Minimum Operations to Make the Integer Zero']",5,40.23599830856943,220754,548648,86,5679,126,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
1778,False,Maximize Grid Happiness,"['Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Bitmask']",Hard,[],0,40.27042577675489,6999,17380,15,340,55,https://leetcode.com/problems/maximize-grid-happiness/
1796,True,Correct a Binary Tree,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium,"['Flatten Binary Tree to Linked List', 'Flatten a Multilevel Doubly Linked List']",2,74.19268748331999,22239,29975,5,277,47,https://leetcode.com/problems/correct-a-binary-tree/
1801,False,Average Time of Process per Machine,['Database'],Easy,[],0,67.56456329190102,667991,988670,384,2236,215,https://leetcode.com/problems/average-time-of-process-per-machine/
1781,False,Check If Two String Arrays are Equivalent,"['Array', 'String']",Easy,['Check if an Original String Exists Given Two Encoded Strings'],1,85.91448543037681,583694,679390,98,3121,204,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/
1782,False,Smallest String With A Given Numeric Value,"['String', 'Greedy']",Medium,[],0,67.25804968405565,102395,152242,12,1908,63,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value/
1783,False,Ways to Make a Fair Array,"['Array', 'Prefix Sum']",Medium,[],0,64.91042072066027,48368,74515,13,1368,45,https://leetcode.com/problems/ways-to-make-a-fair-array/
1784,False,Minimum Initial Energy to Finish Tasks,"['Array', 'Greedy', 'Sorting']",Hard,[],0,60.070455743252616,21656,36051,12,612,40,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/
1810,True,Change the Root of a Binary Tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium,[],0,74.9509483322433,5729,7644,16,68,198,https://leetcode.com/problems/change-the-root-of-a-binary-tree/
1811,False,Fix Names in a Table,['Database'],Easy,[],0,60.72464627031923,399604,658057,115,1012,134,https://leetcode.com/problems/fix-names-in-a-table/
1764,False,Maximum Repeating Substring,"['String', 'Dynamic Programming', 'String Matching']",Easy,"['Detect Pattern of Length M Repeated K or More Times', 'Minimum Number of Operations to Make Word K-Periodic']",2,40.214837488526925,91572,227706,62,797,295,https://leetcode.com/problems/maximum-repeating-substring/
1765,False,Merge In Between Linked Lists,['Linked List'],Medium,[],0,82.60521157247483,258741,313226,117,2214,226,https://leetcode.com/problems/merge-in-between-linked-lists/
1767,False,Design Front Middle Back Queue,"['Array', 'Linked List', 'Design', 'Queue', 'Data Stream']",Medium,"['Design Circular Deque', 'Design Circular Queue']",2,56.529496066216254,38655,68380,16,802,112,https://leetcode.com/problems/design-front-middle-back-queue/
1766,False,Minimum Number of Removals to Make Mountain Array,"['Array', 'Binary Search', 'Dynamic Programming', 'Greedy']",Hard,"['Longest Increasing Subsequence', 'Longest Mountain in Array', 'Peak Index in a Mountain Array', 'Valid Mountain Array', 'Find in Mountain Array', 'Beautiful Towers II', 'Beautiful Towers I']",7,54.834188554330744,118937,216903,150,2246,41,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array/
1791,False,Richest Customer Wealth,"['Array', 'Matrix']",Easy,[],0,88.59422964636194,1131910,1277634,88,4721,381,https://leetcode.com/problems/richest-customer-wealth/
1792,False,Find the Most Competitive Subsequence,"['Array', 'Stack', 'Greedy', 'Monotonic Stack']",Medium,"['Remove K Digits', 'Smallest Subsequence of Distinct Characters']",2,52.26904376012966,78689,150546,35,2158,103,https://leetcode.com/problems/find-the-most-competitive-subsequence/
1793,False,Minimum Moves to Make Array Complementary,"['Array', 'Hash Table', 'Prefix Sum']",Medium,"['Zero Array Transformation II', 'Zero Array Transformation III']",2,42.71641165374135,12228,28626,26,736,85,https://leetcode.com/problems/minimum-moves-to-make-array-complementary/
1794,False,Minimize Deviation in Array,"['Array', 'Greedy', 'Heap (Priority Queue)', 'Ordered Set']",Hard,[],0,53.919407555405954,99312,184186,75,3080,175,https://leetcode.com/problems/minimize-deviation-in-array/
1816,True,Lowest Common Ancestor of a Binary Tree IV,"['Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium,"['Lowest Common Ancestor of a Binary Search Tree', 'Lowest Common Ancestor of a Binary Tree', 'Lowest Common Ancestor of Deepest Leaves', 'Lowest Common Ancestor of a Binary Tree II', 'Lowest Common Ancestor of a Binary Tree III', 'Lowest Common Ancestor of a Binary Tree IV']",6,79.2835367882959,59556,75118,8,498,16,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/
1821,True,Product's Worth Over Invoices,['Database'],Easy,[],0,38.40390243902439,19682,51250,3,40,135,https://leetcode.com/problems/products-worth-over-invoices/
1797,False,Goal Parser Interpretation,['String'],Easy,[],0,87.87981151844451,306980,349318,44,1646,93,https://leetcode.com/problems/goal-parser-interpretation/
1798,False,Max Number of K-Sum Pairs,"['Array', 'Hash Table', 'Two Pointers', 'Sorting']",Medium,"['Two Sum', 'Count Good Meals', 'Divide Players Into Teams of Equal Skill']",3,56.62423325903033,540308,954200,104,3471,114,https://leetcode.com/problems/max-number-of-k-sum-pairs/
1800,False,Concatenation of Consecutive Binary Numbers,"['Math', 'Bit Manipulation', 'Simulation']",Medium,['Maximum Possible Number by Binary Concatenation'],1,56.79531308091772,94713,166762,12,1444,437,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers/
1799,False,Minimum Incompatibility,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard,[],0,40.51050934379735,10427,25739,3,292,100,https://leetcode.com/problems/minimum-incompatibility/
1822,True,Longest Palindromic Subsequence II,"['String', 'Dynamic Programming']",Medium,['Longest Palindromic Subsequence'],1,50.26703350056644,6212,12358,2,158,29,https://leetcode.com/problems/longest-palindromic-subsequence-ii/
1827,False,Invalid Tweets,['Database'],Easy,[],0,85.35436242725596,1233189,1444788,245,1373,379,https://leetcode.com/problems/invalid-tweets/
1786,False,Count the Number of Consistent Strings,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Counting']",Easy,['Count Pairs Of Similar Strings'],1,88.3610828001235,417878,472921,116,2236,89,https://leetcode.com/problems/count-the-number-of-consistent-strings/
1787,False,Sum of Absolute Differences in a Sorted Array,"['Array', 'Math', 'Prefix Sum']",Medium,[],0,68.11537733041102,125867,184785,78,2163,81,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/
1788,False,Stone Game VI,"['Array', 'Math', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Game Theory']",Medium,"['Stone Game', 'Stone Game II', 'Stone Game III', 'Stone Game IV', 'Stone Game V', 'Stone Game VII', 'Stone Game VIII', 'Stone Game IX']",8,59.913938765854866,26594,44387,23,884,76,https://leetcode.com/problems/stone-game-vi/
1789,False,Delivering Boxes from Storage to Ports,"['Array', 'Dynamic Programming', 'Segment Tree', 'Queue', 'Heap (Priority Queue)', 'Prefix Sum', 'Monotonic Queue']",Hard,[],0,39.63083604777416,8395,21183,6,401,32,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports/
1806,False,Count of Matches in Tournament,"['Math', 'Simulation']",Easy,['Count Distinct Numbers on Board'],1,86.17697025540615,299284,347290,125,1838,243,https://leetcode.com/problems/count-of-matches-in-tournament/
1807,False,Partitioning Into Minimum Number Of Deci-Binary Numbers,"['String', 'Greedy']",Medium,[],0,88.69687628076053,248879,280595,84,2489,1506,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers/
1808,False,Stone Game VII,"['Array', 'Math', 'Dynamic Programming', 'Game Theory']",Medium,"['Stone Game', 'Stone Game II', 'Stone Game III', 'Stone Game IV', 'Stone Game V', 'Stone Game VI', 'Maximum Score from Performing Multiplication Operations', 'Stone Game VIII', 'Stone Game IX']",9,58.577734183423246,41804,71365,20,1039,174,https://leetcode.com/problems/stone-game-vii/
1367,False,Maximum Height by Stacking Cuboids ,"['Array', 'Dynamic Programming', 'Sorting']",Hard,"['The Number of Weak Characters in the Game', 'Maximum Number of Groups Entering a Competition']",2,61.07631979398338,41742,68344,24,1243,34,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/
1828,True,Count Ways to Distribute Candies,['Dynamic Programming'],Hard,"['Distribute Candies Among Children I', 'Distribute Candies Among Children II']",2,63.56572868542629,3027,4762,3,77,9,https://leetcode.com/problems/count-ways-to-distribute-candies/
1837,False,Daily Leads and Partners,['Database'],Easy,[],0,86.67673244129745,183128,211277,28,608,35,https://leetcode.com/problems/daily-leads-and-partners/
1812,False,Reformat Phone Number,['String'],Easy,[],0,67.25114260254679,46791,69577,7,390,205,https://leetcode.com/problems/reformat-phone-number/
1813,False,Maximum Erasure Value,"['Array', 'Hash Table', 'Sliding Window']",Medium,['Longest Substring Without Repeating Characters'],1,63.97638867455224,281900,440633,171,3361,64,https://leetcode.com/problems/maximum-erasure-value/
1814,False,Jump Game VI,"['Array', 'Dynamic Programming', 'Queue', 'Heap (Priority Queue)', 'Monotonic Queue']",Medium,"['Sliding Window Maximum', 'Jump Game VII', 'Jump Game VIII', 'Maximize Value of Function in a Ball Passing Game']",4,46.191363953072326,122645,265515,39,3527,124,https://leetcode.com/problems/jump-game-vi/
1815,False,Checking Existence of Edge Length Limited Paths,"['Array', 'Two Pointers', 'Union Find', 'Graph', 'Sorting']",Hard,"['Checking Existence of Edge Length Limited Paths II', 'Number of Good Paths', 'Minimum Score of a Path Between Two Cities']",3,62.98040324510082,57913,91954,44,2068,48,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/
1838,True,Number of Distinct Substrings in a String,"['String', 'Trie', 'Rolling Hash', 'Suffix Array', 'Hash Function']",Medium,[],0,64.60849056603773,13697,21200,8,205,44,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string/
1842,True,Number of Calls Between Two Persons,['Database'],Medium,[],0,80.80547064570005,51284,63466,13,307,16,https://leetcode.com/problems/number-of-calls-between-two-persons/
1802,False,Number of Students Unable to Eat Lunch,"['Array', 'Stack', 'Queue', 'Simulation']",Easy,['Time Needed to Buy Tickets'],1,78.93553717394542,323406,409709,168,2611,276,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/
1803,False,Average Waiting Time,"['Array', 'Simulation']",Medium,['Average Height of Buildings in Each Segment'],1,73.04645700786648,213666,292507,267,1260,101,https://leetcode.com/problems/average-waiting-time/
1804,False,Maximum Binary String After Change,"['String', 'Greedy']",Medium,['Longest Binary Subsequence Less Than or Equal to K'],1,47.70696507596471,16925,35477,8,526,62,https://leetcode.com/problems/maximum-binary-string-after-change/
1805,False,Minimum Adjacent Swaps for K Consecutive Ones,"['Array', 'Greedy', 'Sliding Window', 'Prefix Sum']",Hard,"[""Minimum Swaps to Group All 1's Together"", 'Minimum Number of Operations to Make Array Continuous', 'Minimum Adjacent Swaps to Make a Valid Array']",3,42.12137469624767,13347,31687,9,739,29,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/
1823,False,Determine if String Halves Are Alike,"['String', 'Counting']",Easy,[],0,78.6888256543763,389910,495509,105,2316,126,https://leetcode.com/problems/determine-if-string-halves-are-alike/
1824,False,Maximum Number of Eaten Apples,"['Array', 'Greedy', 'Heap (Priority Queue)']",Medium,[],0,41.034210987214664,28115,68516,9,874,196,https://leetcode.com/problems/maximum-number-of-eaten-apples/
1324,False,Where Will the Ball Fall,"['Array', 'Matrix', 'Simulation']",Medium,[],0,72.15606715474405,147246,204066,37,3157,181,https://leetcode.com/problems/where-will-the-ball-fall/
